module,n_params,mean_ms,std_ms,min_ms,max_ms,n_runs,speedup_vs_fds
Tier 1 GNN (single forward),12006,0.8259766681779487,0.1873575452802019,0.5537999968510121,1.4156999968690798,30,1670749.3724298424
Sparse-ConvLSTM v3 (6-step rollout),349000,193.75384000159102,11.978722196361812,174.60300000675488,209.61269999679644,10,7122.439482947373
Sparse-FNO v3 (6-step rollout),1790000,237.38672000035876,3.048921537148343,232.2894999961136,243.62470000050962,10,5813.299075862013
Learned Decoder (full grid),1377,6.248553333959232,0.4760602372868378,5.051200001616962,7.792000003973953,30,220851.1196503782
Full L4h pipeline (end-to-end),2152383,455.6872800007113,14.206050328152365,419.5481000060681,470.78160000091884,10,3028.392629256287
