w_tier1,mean_iou,mean_fnr,h5_pass
0.0,0.524839535709822,0.10438896564750998,4
0.2,0.537874111998647,0.08396396681980045,5
0.4,0.5546425357880791,0.05869189725880635,5
0.5,0.563935520698466,0.04753322251540806,5
0.6,0.5692028552446655,0.041575257728143425,4
0.8,0.307132805935036,0.060076807222691084,0
1.0,0.20724210237288834,0.09049363826419778,0
