w_tier1,mean_iou,mean_fnr,h5_pass
0.0,0.5811705188622278,0.2296461085634912,3
0.2,0.6128275887573658,0.18583343433734656,5
0.4,0.6193811199982615,0.15000952867020786,4
0.5,0.6192192638210785,0.13812171657394684,4
0.6,0.6087365630229052,0.12824946523340197,3
0.8,0.23917642997646546,0.11326199851558952,0
1.0,0.1800376179951168,0.1235795934256175,0
