w_tier1,mean_iou,mean_fnr,h5_pass
0.0,0.524839535709822,0.10438896564750998,4
0.2,0.5377927146863962,0.08632136181692138,5
0.4,0.5547369527721291,0.06360001942106995,5
0.5,0.5660621857876017,0.0522373599107473,5
0.6,0.5760338487649705,0.048344929944520075,4
0.8,0.23958543992526266,0.08136021512481716,0
1.0,0.1800376179951168,0.1235795934256175,0
